subject,experiment_name,age_group,age,trial_type,trial_index,label1,label2,image1,image2,image3,image4,image5,image6,image7,image8,choice_image,random_image,choice_label,random_label,target_image,is_right,target_label
Crossact1_p105,Experiment 2,kids,4.108333333,learning,13,guffi,zeevo,stims/18.png,stims/16.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,learning,14,leemu,pahvy,stims/30.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,learning,15,zeevo,guffi,stims/18.png,stims/16.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,learning,16,sibu,tibble,stims/28.png,stims/21.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,learning,17,guffi,zeevo,stims/18.png,stims/16.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,learning,18,pahvy,sibu,stims/17.png,stims/21.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,learning,19,leemu,tibble,stims/28.png,stims/30.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,selection,20,NA,NA,stims/17.png,stims/30.png,stims/16.png,stims/28.png,stims/21.png,stims/18.png,NA,NA,stims/30.png,NA,leemu,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,selection,21,NA,NA,stims/17.png,stims/30.png,stims/16.png,stims/28.png,stims/21.png,stims/18.png,NA,NA,stims/21.png,NA,sibu,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,selection,22,NA,NA,stims/17.png,stims/30.png,stims/16.png,stims/28.png,stims/21.png,stims/18.png,NA,NA,stims/28.png,NA,tibble,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,selection,23,NA,NA,stims/17.png,stims/30.png,stims/16.png,stims/28.png,stims/21.png,stims/18.png,NA,NA,stims/17.png,NA,pahvy,NA,NA,NA,NA
Crossact1_p105,Experiment 2,kids,4.108333333,test,24,NA,NA,stims/30.png,stims/16.png,stims/21.png,stims/18.png,stims/28.png,stims/17.png,NA,NA,stims/30.png,NA,leemu,NA,stims/28.png,0,stims/find_tibble.m4a
Crossact1_p105,Experiment 2,kids,4.108333333,test,25,NA,NA,stims/21.png,stims/16.png,stims/28.png,stims/30.png,stims/17.png,stims/18.png,NA,NA,stims/18.png,NA,zeevo,NA,stims/18.png,1,stims/find_zeevo.m4a
Crossact1_p105,Experiment 2,kids,4.108333333,test,26,NA,NA,stims/30.png,stims/16.png,stims/17.png,stims/21.png,stims/18.png,stims/28.png,NA,NA,stims/18.png,NA,zeevo,NA,stims/16.png,0,stims/find_guffi.m4a
Crossact1_p105,Experiment 2,kids,4.108333333,test,27,NA,NA,stims/17.png,stims/21.png,stims/28.png,stims/30.png,stims/18.png,stims/16.png,NA,NA,stims/21.png,NA,sibu,NA,stims/17.png,0,stims/find_pahvy.m4a
Crossact1_p105,Experiment 2,kids,4.108333333,test,28,NA,NA,stims/30.png,stims/28.png,stims/16.png,stims/17.png,stims/21.png,stims/18.png,NA,NA,stims/18.png,NA,zeevo,NA,stims/30.png,0,stims/find_leemu.m4a
