subject,age_group,experiment_name,sampling_condition,trial_type,label1,label2,image1,image2,image3,image4,image5,image6,image7,image8,choice_image,random_image,random_image1,random_image2,choice_label,random_label,random_label1,random_label2,target_image,target_label,is_right,trial_index
p198569,adults,Crossact_active_passive,passive,learning,deela,tesser,stims/17.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
p198569,adults,Crossact_active_passive,passive,learning,soma,beppo,stims/12.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
p198569,adults,Crossact_active_passive,passive,learning,soma,beppo,stims/12.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
p198569,adults,Crossact_active_passive,passive,learning,biffer,tesser,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
p198569,adults,Crossact_active_passive,passive,learning,pahvy,noopy,stims/7.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
p198569,adults,Crossact_active_passive,passive,learning,noopy,pahvy,stims/7.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
p198569,adults,Crossact_active_passive,passive,learning,sibu,biffer,stims/6.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
p198569,adults,Crossact_active_passive,passive,learning,tesser,sibu,stims/6.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
p198569,adults,Crossact_active_passive,passive,learning,deela,sibu,stims/6.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
p198569,adults,Crossact_active_passive,passive,learning,soma,beppo,stims/12.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
p198569,adults,Crossact_active_passive,passive,learning,noopy,pahvy,stims/7.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
p198569,adults,Crossact_active_passive,passive,learning,biffer,deela,stims/10.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
p198569,adults,Crossact_active_passive,passive,selection,NA,NA,stims/12.png,stims/10.png,stims/4.png,stims/17.png,stims/9.png,stims/6.png,stims/7.png,stims/14.png,NA,NA,stims/10.png,stims/6.png,NA,NA,biffer,sibu,NA,NA,NA,25
p198569,adults,Crossact_active_passive,passive,selection,NA,NA,stims/12.png,stims/10.png,stims/4.png,stims/17.png,stims/9.png,stims/6.png,stims/7.png,stims/14.png,NA,NA,stims/17.png,stims/4.png,NA,NA,tesser,beppo,NA,NA,NA,26
p198569,adults,Crossact_active_passive,passive,selection,NA,NA,stims/12.png,stims/10.png,stims/4.png,stims/17.png,stims/9.png,stims/6.png,stims/7.png,stims/14.png,NA,NA,stims/4.png,stims/10.png,NA,NA,beppo,biffer,NA,NA,NA,27
p198569,adults,Crossact_active_passive,passive,selection,NA,NA,stims/12.png,stims/10.png,stims/4.png,stims/17.png,stims/9.png,stims/6.png,stims/7.png,stims/14.png,NA,NA,stims/14.png,stims/12.png,NA,NA,deela,soma,NA,NA,NA,28
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/14.png,stims/17.png,stims/10.png,stims/7.png,stims/4.png,stims/6.png,stims/9.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,stims/17.png,tesser,1,29
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/17.png,stims/10.png,stims/6.png,stims/9.png,stims/14.png,stims/4.png,stims/7.png,stims/12.png,NA,NA,NA,NA,NA,NA,NA,stims/12.png,soma,1,30
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/4.png,stims/9.png,stims/7.png,stims/10.png,stims/14.png,stims/6.png,stims/17.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,stims/14.png,deela,1,31
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/14.png,stims/17.png,stims/4.png,stims/10.png,stims/9.png,stims/6.png,stims/7.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,stims/4.png,beppo,1,32
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/6.png,stims/9.png,stims/7.png,stims/10.png,stims/4.png,stims/14.png,stims/17.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,stims/9.png,noopy,0,33
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/10.png,stims/7.png,stims/12.png,stims/6.png,stims/9.png,stims/14.png,stims/17.png,stims/4.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,stims/6.png,sibu,1,34
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/4.png,stims/10.png,stims/9.png,stims/12.png,stims/14.png,stims/7.png,stims/17.png,stims/6.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,stims/10.png,biffer,1,35
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/9.png,stims/10.png,stims/7.png,stims/12.png,stims/17.png,stims/6.png,stims/4.png,stims/14.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,stims/7.png,pahvy,0,36
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/4.png,stims/10.png,stims/17.png,stims/12.png,stims/14.png,stims/7.png,stims/6.png,stims/9.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,stims/7.png,pahvy,0,37
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/9.png,stims/6.png,stims/17.png,stims/7.png,stims/4.png,stims/10.png,stims/14.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,stims/17.png,tesser,1,38
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/10.png,stims/17.png,stims/14.png,stims/6.png,stims/9.png,stims/4.png,stims/7.png,stims/12.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,stims/6.png,sibu,1,39
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/6.png,stims/9.png,stims/10.png,stims/7.png,stims/14.png,stims/4.png,stims/17.png,stims/12.png,NA,NA,NA,NA,NA,NA,NA,stims/12.png,soma,1,40
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/17.png,stims/14.png,stims/9.png,stims/7.png,stims/6.png,stims/12.png,stims/10.png,stims/4.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,stims/4.png,beppo,1,41
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/9.png,stims/12.png,stims/6.png,stims/7.png,stims/4.png,stims/14.png,stims/17.png,stims/10.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,stims/10.png,biffer,1,42
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/12.png,stims/10.png,stims/6.png,stims/17.png,stims/4.png,stims/9.png,stims/7.png,stims/14.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,stims/14.png,deela,1,43
p198569,adults,Crossact_active_passive,passive,test,NA,NA,stims/14.png,stims/4.png,stims/9.png,stims/6.png,stims/10.png,stims/17.png,stims/7.png,stims/12.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,stims/9.png,noopy,0,44
p10686,adults,Crossact_active_passive,passive,learning,pahvy,sibu,stims/2.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
p10686,adults,Crossact_active_passive,passive,learning,tesser,kita,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
p10686,adults,Crossact_active_passive,passive,learning,pahvy,leemu,stims/8.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
p10686,adults,Crossact_active_passive,passive,learning,kita,tesser,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
p10686,adults,Crossact_active_passive,passive,learning,pahvy,biffer,stims/7.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
p10686,adults,Crossact_active_passive,passive,learning,sibu,leemu,stims/2.png,stims/8.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
p10686,adults,Crossact_active_passive,passive,learning,manu,zeevo,stims/3.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
p10686,adults,Crossact_active_passive,passive,learning,tesser,kita,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
p10686,adults,Crossact_active_passive,passive,learning,zeevo,manu,stims/3.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
p10686,adults,Crossact_active_passive,passive,learning,biffer,leemu,stims/8.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
p10686,adults,Crossact_active_passive,passive,learning,zeevo,manu,stims/3.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
p10686,adults,Crossact_active_passive,passive,learning,sibu,biffer,stims/2.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
p10686,adults,Crossact_active_passive,passive,learning,biffer,leemu,stims/8.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
p10686,adults,Crossact_active_passive,passive,learning,biffer,pahvy,stims/7.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
p10686,adults,Crossact_active_passive,passive,learning,sibu,pahvy,stims/2.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
p10686,adults,Crossact_active_passive,passive,learning,tesser,kita,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
p10686,adults,Crossact_active_passive,passive,learning,biffer,sibu,stims/2.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
p10686,adults,Crossact_active_passive,passive,learning,leemu,sibu,stims/2.png,stims/8.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
p10686,adults,Crossact_active_passive,passive,learning,zeevo,manu,stims/3.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
p10686,adults,Crossact_active_passive,passive,learning,manu,zeevo,stims/3.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
p10686,adults,Crossact_active_passive,passive,learning,kita,tesser,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
p10686,adults,Crossact_active_passive,passive,learning,pahvy,leemu,stims/8.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
p10686,adults,Crossact_active_passive,passive,learning,tesser,kita,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
p10686,adults,Crossact_active_passive,passive,learning,zeevo,manu,stims/3.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
p10686,adults,Crossact_active_passive,passive,selection,NA,NA,stims/8.png,stims/7.png,stims/10.png,stims/3.png,stims/29.png,stims/17.png,stims/2.png,stims/11.png,NA,NA,stims/8.png,stims/2.png,NA,NA,leemu,sibu,NA,NA,NA,25
p10686,adults,Crossact_active_passive,passive,selection,NA,NA,stims/8.png,stims/7.png,stims/10.png,stims/3.png,stims/29.png,stims/17.png,stims/2.png,stims/11.png,NA,NA,stims/10.png,stims/7.png,NA,NA,kita,biffer,NA,NA,NA,26
p10686,adults,Crossact_active_passive,passive,selection,NA,NA,stims/8.png,stims/7.png,stims/10.png,stims/3.png,stims/29.png,stims/17.png,stims/2.png,stims/11.png,NA,NA,stims/7.png,stims/17.png,NA,NA,biffer,tesser,NA,NA,NA,27
p10686,adults,Crossact_active_passive,passive,selection,NA,NA,stims/8.png,stims/7.png,stims/10.png,stims/3.png,stims/29.png,stims/17.png,stims/2.png,stims/11.png,NA,NA,stims/17.png,stims/3.png,NA,NA,tesser,zeevo,NA,NA,NA,28
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/7.png,stims/10.png,stims/29.png,stims/2.png,stims/3.png,stims/11.png,stims/8.png,stims/17.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,stims/11.png,pahvy,1,29
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/2.png,stims/7.png,stims/10.png,stims/29.png,stims/11.png,stims/8.png,stims/3.png,stims/17.png,stims/2.png,NA,NA,NA,NA,NA,NA,NA,stims/2.png,sibu,1,30
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/7.png,stims/10.png,stims/11.png,stims/29.png,stims/17.png,stims/2.png,stims/3.png,stims/8.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,stims/29.png,manu,1,31
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/11.png,stims/29.png,stims/7.png,stims/8.png,stims/10.png,stims/3.png,stims/2.png,stims/17.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,stims/7.png,biffer,1,32
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/29.png,stims/10.png,stims/3.png,stims/11.png,stims/8.png,stims/2.png,stims/7.png,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,stims/10.png,kita,1,33
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/3.png,stims/17.png,stims/7.png,stims/2.png,stims/11.png,stims/29.png,stims/10.png,stims/8.png,stims/3.png,NA,NA,NA,NA,NA,NA,NA,stims/3.png,zeevo,1,34
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/11.png,stims/7.png,stims/10.png,stims/2.png,stims/8.png,stims/17.png,stims/3.png,stims/29.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,stims/17.png,tesser,1,35
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/7.png,stims/29.png,stims/2.png,stims/11.png,stims/8.png,stims/3.png,stims/17.png,stims/10.png,stims/8.png,NA,NA,NA,NA,NA,NA,NA,stims/8.png,leemu,1,36
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/29.png,stims/7.png,stims/8.png,stims/10.png,stims/2.png,stims/11.png,stims/3.png,stims/17.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,stims/17.png,tesser,1,37
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/3.png,stims/8.png,stims/11.png,stims/7.png,stims/2.png,stims/10.png,stims/29.png,stims/17.png,stims/2.png,NA,NA,NA,NA,NA,NA,NA,stims/2.png,sibu,1,38
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/8.png,stims/17.png,stims/7.png,stims/2.png,stims/3.png,stims/11.png,stims/10.png,stims/29.png,stims/3.png,NA,NA,NA,NA,NA,NA,NA,stims/3.png,zeevo,1,39
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/29.png,stims/11.png,stims/10.png,stims/2.png,stims/3.png,stims/17.png,stims/8.png,stims/7.png,stims/11.png,NA,NA,NA,NA,NA,NA,NA,stims/11.png,pahvy,1,40
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/11.png,stims/2.png,stims/29.png,stims/10.png,stims/3.png,stims/7.png,stims/17.png,stims/8.png,stims/7.png,NA,NA,NA,NA,NA,NA,NA,stims/7.png,biffer,1,41
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/11.png,stims/3.png,stims/2.png,stims/17.png,stims/7.png,stims/10.png,stims/8.png,stims/29.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,stims/29.png,manu,1,42
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/11.png,stims/2.png,stims/29.png,stims/3.png,stims/8.png,stims/7.png,stims/10.png,stims/17.png,stims/10.png,NA,NA,NA,NA,NA,NA,NA,stims/10.png,kita,1,43
p10686,adults,Crossact_active_passive,passive,test,NA,NA,stims/8.png,stims/10.png,stims/17.png,stims/2.png,stims/29.png,stims/7.png,stims/3.png,stims/11.png,stims/8.png,NA,NA,NA,NA,NA,NA,NA,stims/8.png,leemu,1,44
p10686,adults,Crossact_active_passive,active,learning,guffi,soma,stims/9.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
p10686,adults,Crossact_active_passive,active,learning,finna,deela,stims/14.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
p10686,adults,Crossact_active_passive,active,learning,noopy,roozer,stims/1.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
p10686,adults,Crossact_active_passive,active,learning,deela,roozer,stims/4.png,stims/1.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
p10686,adults,Crossact_active_passive,active,learning,finna,noopy,stims/14.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
p10686,adults,Crossact_active_passive,active,learning,finna,roozer,stims/14.png,stims/1.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
p10686,adults,Crossact_active_passive,active,learning,tibble,beppo,stims/12.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
p10686,adults,Crossact_active_passive,active,learning,tibble,beppo,stims/12.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
p10686,adults,Crossact_active_passive,active,learning,beppo,tibble,stims/12.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
p10686,adults,Crossact_active_passive,active,learning,soma,guffi,stims/9.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
p10686,adults,Crossact_active_passive,active,learning,soma,guffi,stims/9.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
p10686,adults,Crossact_active_passive,active,learning,deela,noopy,stims/4.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
p10686,adults,Crossact_active_passive,active,learning,finna,deela,stims/14.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
p10686,adults,Crossact_active_passive,active,learning,beppo,tibble,stims/12.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
p10686,adults,Crossact_active_passive,active,learning,soma,guffi,stims/9.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
p10686,adults,Crossact_active_passive,active,learning,deela,noopy,stims/4.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
p10686,adults,Crossact_active_passive,active,learning,noopy,roozer,stims/1.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
p10686,adults,Crossact_active_passive,active,learning,finna,noopy,stims/14.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
p10686,adults,Crossact_active_passive,active,learning,deela,roozer,stims/4.png,stims/1.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
p10686,adults,Crossact_active_passive,active,learning,beppo,tibble,stims/12.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
p10686,adults,Crossact_active_passive,active,learning,soma,guffi,stims/9.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
p10686,adults,Crossact_active_passive,active,learning,tibble,beppo,stims/12.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
p10686,adults,Crossact_active_passive,active,learning,roozer,finna,stims/14.png,stims/1.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
p10686,adults,Crossact_active_passive,active,learning,soma,guffi,stims/9.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
p10686,adults,Crossact_active_passive,active,selection,NA,NA,stims/18.png,stims/14.png,stims/9.png,stims/4.png,stims/12.png,stims/1.png,stims/5.png,stims/6.png,stims/9.png,stims/12.png,NA,NA,guffi,beppo,NA,NA,NA,NA,NA,25
p10686,adults,Crossact_active_passive,active,selection,NA,NA,stims/18.png,stims/14.png,stims/9.png,stims/4.png,stims/12.png,stims/1.png,stims/5.png,stims/6.png,stims/12.png,stims/14.png,NA,NA,beppo,finna,NA,NA,NA,NA,NA,26
p10686,adults,Crossact_active_passive,active,selection,NA,NA,stims/18.png,stims/14.png,stims/9.png,stims/4.png,stims/12.png,stims/1.png,stims/5.png,stims/6.png,stims/5.png,stims/6.png,NA,NA,tibble,soma,NA,NA,NA,NA,NA,27
p10686,adults,Crossact_active_passive,active,selection,NA,NA,stims/18.png,stims/14.png,stims/9.png,stims/4.png,stims/12.png,stims/1.png,stims/5.png,stims/6.png,stims/9.png,stims/12.png,NA,NA,guffi,beppo,NA,NA,NA,NA,NA,28
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/12.png,stims/18.png,stims/9.png,stims/6.png,stims/14.png,stims/5.png,stims/1.png,stims/4.png,stims/12.png,NA,NA,NA,NA,NA,NA,NA,stims/12.png,beppo,1,29
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/14.png,stims/12.png,stims/18.png,stims/5.png,stims/9.png,stims/1.png,stims/6.png,stims/4.png,stims/1.png,NA,NA,NA,NA,NA,NA,NA,stims/1.png,roozer,1,30
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/14.png,stims/6.png,stims/5.png,stims/9.png,stims/1.png,stims/18.png,stims/12.png,stims/4.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,stims/6.png,soma,1,31
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/1.png,stims/18.png,stims/6.png,stims/5.png,stims/12.png,stims/9.png,stims/4.png,stims/14.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,stims/9.png,guffi,1,32
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/4.png,stims/12.png,stims/18.png,stims/9.png,stims/6.png,stims/5.png,stims/14.png,stims/1.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,stims/5.png,tibble,1,33
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/1.png,stims/6.png,stims/14.png,stims/5.png,stims/4.png,stims/9.png,stims/12.png,stims/18.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,stims/18.png,noopy,1,34
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/4.png,stims/14.png,stims/18.png,stims/1.png,stims/6.png,stims/5.png,stims/9.png,stims/12.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,stims/4.png,deela,1,35
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/9.png,stims/1.png,stims/18.png,stims/5.png,stims/6.png,stims/14.png,stims/12.png,stims/4.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,stims/14.png,finna,1,36
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/14.png,stims/12.png,stims/5.png,stims/9.png,stims/6.png,stims/1.png,stims/4.png,stims/18.png,stims/4.png,NA,NA,NA,NA,NA,NA,NA,stims/4.png,deela,1,37
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/18.png,stims/6.png,stims/5.png,stims/14.png,stims/1.png,stims/9.png,stims/4.png,stims/12.png,stims/6.png,NA,NA,NA,NA,NA,NA,NA,stims/6.png,soma,1,38
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/9.png,stims/4.png,stims/12.png,stims/1.png,stims/5.png,stims/14.png,stims/6.png,stims/18.png,stims/18.png,NA,NA,NA,NA,NA,NA,NA,stims/18.png,noopy,1,39
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/18.png,stims/1.png,stims/14.png,stims/6.png,stims/5.png,stims/12.png,stims/9.png,stims/4.png,stims/9.png,NA,NA,NA,NA,NA,NA,NA,stims/9.png,guffi,1,40
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/18.png,stims/9.png,stims/4.png,stims/1.png,stims/6.png,stims/12.png,stims/5.png,stims/14.png,stims/12.png,NA,NA,NA,NA,NA,NA,NA,stims/12.png,beppo,1,41
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/1.png,stims/4.png,stims/12.png,stims/5.png,stims/6.png,stims/18.png,stims/9.png,stims/14.png,stims/5.png,NA,NA,NA,NA,NA,NA,NA,stims/5.png,tibble,1,42
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/14.png,stims/1.png,stims/9.png,stims/12.png,stims/5.png,stims/18.png,stims/6.png,stims/4.png,stims/14.png,NA,NA,NA,NA,NA,NA,NA,stims/14.png,finna,1,43
p10686,adults,Crossact_active_passive,active,test,NA,NA,stims/6.png,stims/1.png,stims/9.png,stims/5.png,stims/12.png,stims/4.png,stims/18.png,stims/14.png,stims/1.png,NA,NA,NA,NA,NA,NA,NA,stims/1.png,roozer,1,44
p432452,adults,Crossact_active_passive,passive,learning,beppo,noopy,stims/6.png,stims/3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
p432452,adults,Crossact_active_passive,passive,learning,noopy,beppo,stims/6.png,stims/3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
p432452,adults,Crossact_active_passive,passive,learning,tibble,guffi,stims/9.png,stims/29.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
p432452,adults,Crossact_active_passive,passive,learning,roozer,finna,stims/7.png,stims/17.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
