subject,strategy,nlogLik,mean_prob,n_selections,experiment_name,age_group,age,best_nlogLik,LR,p_value
Crossact2_p103,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.972222222,2.8912869768866445,-1.3844639231389309,1
Crossact2_p103,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.972222222,2.8912869768866445,-1.5930542679553827,1
Crossact2_p103,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.972222222,2.8912869768866445,-18.24038638161415,1
Crossact2_p104,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,6.575,2.8912869768866445,-1.4139182777736705,1
Crossact2_p104,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,6.575,2.8912869768866445,-0,1
Crossact2_p104,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,6.575,2.8912869768866445,-1.3844639231389309,1
Crossact2_p104,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,6.575,2.8912869768866445,-1.5930542679553827,1
Crossact2_p104,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,6.575,2.8912869768866445,-18.24038638161415,1
Crossact2_p105,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,6.438888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p105,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,6.438888889,2.8912869768866445,-0,1
Crossact2_p105,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,6.438888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p105,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,6.438888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p105,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,6.438888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p106,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,6.088888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p106,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,6.088888889,2.8912869768866445,-0,1
Crossact2_p106,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,6.088888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p106,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,6.088888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p106,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,6.088888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p107,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.777777778,2.8912869768866445,-1.4139182777736705,1
Crossact2_p107,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.777777778,2.8912869768866445,-0,1
Crossact2_p107,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.777777778,2.8912869768866445,-1.3844639231389309,1
Crossact2_p107,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.777777778,2.8912869768866445,-1.5930542679553827,1
Crossact2_p107,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.777777778,2.8912869768866445,-18.24038638161415,1
Crossact2_p108,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.561111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p108,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.561111111,2.8912869768866445,-0,1
Crossact2_p108,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.561111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p108,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.561111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p108,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.561111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p109,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.713888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p109,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.713888889,2.8912869768866445,-0,1
Crossact2_p109,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.713888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p109,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.713888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p109,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.713888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p110,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.586111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p110,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.586111111,2.8912869768866445,-0,1
Crossact2_p110,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.586111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p110,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.586111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p110,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.586111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p111,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.955555556,2.8912869768866445,-1.4139182777736705,1
Crossact2_p111,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.955555556,2.8912869768866445,-0,1
Crossact2_p111,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.955555556,2.8912869768866445,-1.3844639231389309,1
Crossact2_p111,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.955555556,2.8912869768866445,-1.5930542679553827,1
Crossact2_p111,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.955555556,2.8912869768866445,-18.24038638161415,1
Crossact2_p112,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.955555556,2.8912869768866445,-1.4139182777736705,1
Crossact2_p112,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.955555556,2.8912869768866445,-0,1
Crossact2_p112,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.955555556,2.8912869768866445,-1.3844639231389309,1
Crossact2_p112,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.955555556,2.8912869768866445,-1.5930542679553827,1
Crossact2_p112,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.955555556,2.8912869768866445,-18.24038638161415,1
Crossact2_p113,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,6.066666667,2.8912869768866445,-1.4139182777736705,1
Crossact2_p113,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,6.066666667,2.8912869768866445,-0,1
Crossact2_p113,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,6.066666667,2.8912869768866445,-1.3844639231389309,1
Crossact2_p113,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,6.066666667,2.8912869768866445,-1.5930542679553827,1
Crossact2_p113,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,6.066666667,2.8912869768866445,-18.24038638161415,1
Crossact2_p114,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.227777778,2.8912869768866445,-1.4139182777736705,1
Crossact2_p114,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.227777778,2.8912869768866445,-0,1
Crossact2_p114,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.227777778,2.8912869768866445,-1.3844639231389309,1
Crossact2_p114,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.227777778,2.8912869768866445,-1.5930542679553827,1
Crossact2_p114,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.227777778,2.8912869768866445,-18.24038638161415,1
Crossact2_p115,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.227777778,2.8912869768866445,-1.4139182777736705,1
Crossact2_p115,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.227777778,2.8912869768866445,-0,1
Crossact2_p115,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.227777778,2.8912869768866445,-1.3844639231389309,1
Crossact2_p115,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.227777778,2.8912869768866445,-1.5930542679553827,1
Crossact2_p115,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.227777778,2.8912869768866445,-18.24038638161415,1
Crossact2_p116,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.766666667,2.8912869768866445,-1.4139182777736705,1
Crossact2_p116,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.766666667,2.8912869768866445,-0,1
Crossact2_p116,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.766666667,2.8912869768866445,-1.3844639231389309,1
Crossact2_p116,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.766666667,2.8912869768866445,-1.5930542679553827,1
Crossact2_p116,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.766666667,2.8912869768866445,-18.24038638161415,1
Crossact2_p117,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.288888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p117,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.288888889,2.8912869768866445,-0,1
Crossact2_p117,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.288888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p117,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.288888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p117,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.288888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p118,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.130555556,2.8912869768866445,-1.4139182777736705,1
Crossact2_p118,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.130555556,2.8912869768866445,-0,1
Crossact2_p118,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.130555556,2.8912869768866445,-1.3844639231389309,1
Crossact2_p118,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.130555556,2.8912869768866445,-1.5930542679553827,1
Crossact2_p118,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.130555556,2.8912869768866445,-18.24038638161415,1
Crossact2_p119,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,6.627777778,2.8912869768866445,-1.4139182777736705,1
Crossact2_p119,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,6.627777778,2.8912869768866445,-0,1
Crossact2_p119,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,6.627777778,2.8912869768866445,-1.3844639231389309,1
Crossact2_p119,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,6.627777778,2.8912869768866445,-1.5930542679553827,1
Crossact2_p119,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,6.627777778,2.8912869768866445,-18.24038638161415,1
Crossact2_p120,entropy,3.6901753457447644,0.15802975398511804,2,Experiment 3,kids,5.602777778,0.7391049721080807,-5.902140747273368,1
Crossact2_p120,confirmatory,0.7391049721080807,0.6985499825885526,2,Experiment 3,kids,5.602777778,0.7391049721080807,-0,1
Crossact2_p120,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.602777778,0.7391049721080807,-5.688827932696059,1
Crossact2_p120,novelty,3.8352630622470514,0.1469693516314999,2,Experiment 3,kids,5.602777778,0.7391049721080807,-6.192316180277942,1
Crossact2_p120,margin,14.230949759019524,8.290232047291286e-4,2,Experiment 3,kids,5.602777778,0.7391049721080807,-26.983689573822886,1
Crossact2_p121,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.086111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p121,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.086111111,2.8912869768866445,-0,1
Crossact2_p121,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.086111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p121,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.086111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p121,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.086111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p122,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.422222222,2.8912869768866445,-1.4139182777736705,1
Crossact2_p122,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.422222222,2.8912869768866445,-0,1
Crossact2_p122,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.422222222,2.8912869768866445,-1.3844639231389309,1
Crossact2_p122,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.422222222,2.8912869768866445,-1.5930542679553827,1
Crossact2_p122,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.422222222,2.8912869768866445,-18.24038638161415,1
Crossact2_p123,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.280555556,2.8912869768866445,-1.4139182777736705,1
Crossact2_p123,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.280555556,2.8912869768866445,-0,1
Crossact2_p123,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.280555556,2.8912869768866445,-1.3844639231389309,1
Crossact2_p123,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.280555556,2.8912869768866445,-1.5930542679553827,1
Crossact2_p123,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.280555556,2.8912869768866445,-18.24038638161415,1
Crossact2_p124,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.186111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p124,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.186111111,2.8912869768866445,-0,1
Crossact2_p124,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.186111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p124,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.186111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p124,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.186111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p125,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.158333333,2.8912869768866445,-1.4139182777736705,1
Crossact2_p125,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.158333333,2.8912869768866445,-0,1
Crossact2_p125,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.158333333,2.8912869768866445,-1.3844639231389309,1
Crossact2_p125,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.158333333,2.8912869768866445,-1.5930542679553827,1
Crossact2_p125,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.158333333,2.8912869768866445,-18.24038638161415,1
Crossact2_p126,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.080555556,2.8912869768866445,-1.4139182777736705,1
Crossact2_p126,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.080555556,2.8912869768866445,-0,1
Crossact2_p126,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.080555556,2.8912869768866445,-1.3844639231389309,1
Crossact2_p126,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.080555556,2.8912869768866445,-1.5930542679553827,1
Crossact2_p126,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.080555556,2.8912869768866445,-18.24038638161415,1
Crossact2_p127,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.444444444,2.8912869768866445,-1.4139182777736705,1
Crossact2_p127,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.444444444,2.8912869768866445,-0,1
Crossact2_p127,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.444444444,2.8912869768866445,-1.3844639231389309,1
Crossact2_p127,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.444444444,2.8912869768866445,-1.5930542679553827,1
Crossact2_p127,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.444444444,2.8912869768866445,-18.24038638161415,1
Crossact2_p128,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.491666667,2.8912869768866445,-1.4139182777736705,1
Crossact2_p128,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.491666667,2.8912869768866445,-0,1
Crossact2_p128,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.491666667,2.8912869768866445,-1.3844639231389309,1
Crossact2_p128,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.491666667,2.8912869768866445,-1.5930542679553827,1
Crossact2_p128,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.491666667,2.8912869768866445,-18.24038638161415,1
Crossact2_p128.5,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,3.291666667,2.8912869768866445,-1.4139182777736705,1
Crossact2_p128.5,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,3.291666667,2.8912869768866445,-0,1
Crossact2_p128.5,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,3.291666667,2.8912869768866445,-1.3844639231389309,1
Crossact2_p128.5,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,3.291666667,2.8912869768866445,-1.5930542679553827,1
Crossact2_p128.5,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,3.291666667,2.8912869768866445,-18.24038638161415,1
Crossact2_p129,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.441666667,2.8912869768866445,-1.4139182777736705,1
Crossact2_p129,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.441666667,2.8912869768866445,-0,1
Crossact2_p129,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.441666667,2.8912869768866445,-1.3844639231389309,1
Crossact2_p129,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.441666667,2.8912869768866445,-1.5930542679553827,1
Crossact2_p129,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.441666667,2.8912869768866445,-18.24038638161415,1
Crossact2_p130,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.997222222,2.8912869768866445,-1.4139182777736705,1
Crossact2_p130,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.997222222,2.8912869768866445,-0,1
Crossact2_p130,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.997222222,2.8912869768866445,-1.3844639231389309,1
Crossact2_p130,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.997222222,2.8912869768866445,-1.5930542679553827,1
Crossact2_p130,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.997222222,2.8912869768866445,-18.24038638161415,1
Crossact2_p131,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.336111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p131,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.336111111,2.8912869768866445,-0,1
Crossact2_p131,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.336111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p131,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.336111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p131,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.336111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p132,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.808333333,2.8912869768866445,-1.4139182777736705,1
Crossact2_p132,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.808333333,2.8912869768866445,-0,1
Crossact2_p132,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.808333333,2.8912869768866445,-1.3844639231389309,1
Crossact2_p132,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.808333333,2.8912869768866445,-1.5930542679553827,1
Crossact2_p132,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.808333333,2.8912869768866445,-18.24038638161415,1
Crossact2_p133,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.144444444,2.8912869768866445,-1.4139182777736705,1
Crossact2_p133,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.144444444,2.8912869768866445,-0,1
Crossact2_p133,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.144444444,2.8912869768866445,-1.3844639231389309,1
Crossact2_p133,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.144444444,2.8912869768866445,-1.5930542679553827,1
Crossact2_p133,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.144444444,2.8912869768866445,-18.24038638161415,1
Crossact2_p134,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.163888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p134,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.163888889,2.8912869768866445,-0,1
Crossact2_p134,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.163888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p134,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.163888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p134,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.163888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p135,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.858333333,2.8912869768866445,-1.4139182777736705,1
Crossact2_p135,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.858333333,2.8912869768866445,-0,1
Crossact2_p135,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.858333333,2.8912869768866445,-1.3844639231389309,1
Crossact2_p135,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.858333333,2.8912869768866445,-1.5930542679553827,1
Crossact2_p135,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.858333333,2.8912869768866445,-18.24038638161415,1
Crossact2_p136,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.461111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p136,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.461111111,2.8912869768866445,-0,1
Crossact2_p136,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.461111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p136,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.461111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p136,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.461111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p137,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.063888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p137,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.063888889,2.8912869768866445,-0,1
Crossact2_p137,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.063888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p137,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.063888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p137,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.063888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p138,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.972222222,2.8912869768866445,-1.4139182777736705,1
Crossact2_p138,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.972222222,2.8912869768866445,-0,1
Crossact2_p138,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,5.972222222,2.8912869768866445,-1.3844639231389309,1
Crossact2_p138,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,5.972222222,2.8912869768866445,-1.5930542679553827,1
Crossact2_p138,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,5.972222222,2.8912869768866445,-18.24038638161415,1
Crossact2_p139,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.161111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p139,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.161111111,2.8912869768866445,-0,1
Crossact2_p139,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.161111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p139,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.161111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p139,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.161111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p140,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,3.930555556,2.8912869768866445,-1.4139182777736705,1
Crossact2_p140,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,3.930555556,2.8912869768866445,-0,1
Crossact2_p140,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,3.930555556,2.8912869768866445,-1.3844639231389309,1
Crossact2_p140,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,3.930555556,2.8912869768866445,-1.5930542679553827,1
Crossact2_p140,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,3.930555556,2.8912869768866445,-18.24038638161415,1
Crossact2_p142,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.161111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p142,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.161111111,2.8912869768866445,-0,1
Crossact2_p142,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.161111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p142,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.161111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p142,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.161111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p143,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,3.341666667,2.8912869768866445,-1.4139182777736705,1
Crossact2_p143,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,3.341666667,2.8912869768866445,-0,1
Crossact2_p143,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,3.341666667,2.8912869768866445,-1.3844639231389309,1
Crossact2_p143,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,3.341666667,2.8912869768866445,-1.5930542679553827,1
Crossact2_p143,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,3.341666667,2.8912869768866445,-18.24038638161415,1
Crossact2_p144,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.836111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p144,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.836111111,2.8912869768866445,-0,1
Crossact2_p144,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.836111111,2.8912869768866445,-1.3844639231389309,1
